publication_id	user_id	title	description	pages	category	publication_date
208	82	Publication 2 of pavel_smirnova_82	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	325	Art	2023-01-23
209	82	Publication 3 of pavel_smirnova_82	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	433	Science	2024-05-17
210	83	Publication 1 of olga_ivanov_83	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	398	Education	2025-01-12
211	83	Publication 2 of olga_ivanov_83	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	481	Technology	2024-11-22
212	83	Publication 3 of olga_ivanov_83	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	198	Education	2025-03-11
213	83	Publication 4 of olga_ivanov_83	"Description 4 line 1
Description 4 line 2"	869	Science	2026-01-02
214	84	Publication 1 of daria_sidorov_84	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	71	Education	2020-08-23
215	84	Publication 2 of daria_sidorov_84	"Description 2 line 1
Description 2 line 2"	27	Education	2024-03-03
216	85	Publication 1 of ivan_morozov_85	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	283	History	2021-11-26
217	85	Publication 2 of ivan_morozov_85	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	317	Business	2020-02-01
218	86	Publication 1 of ivan_petrova_86	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	94	History	2022-07-26
219	86	Publication 2 of ivan_petrova_86	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	226	Business	2024-09-07
220	86	Publication 3 of ivan_petrova_86	"Description 3 line 1
Description 3 line 2"	193	Art	2025-06-06
221	86	Publication 4 of ivan_petrova_86	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	88	Art	2022-05-05
222	87	Publication 1 of daria_volkova_87	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	247	Science	2020-03-03
223	87	Publication 2 of daria_volkova_87	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	576	History	2023-05-23
224	87	Publication 3 of daria_volkova_87	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	97	Education	2024-05-30
225	88	Publication 1 of anna_petrova_88	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	465	Art	2024-02-05
226	88	Publication 2 of anna_petrova_88	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	99	Technology	2022-10-02
227	89	Publication 1 of alexey_morozov_89	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	894	History	2024-07-05
228	89	Publication 2 of alexey_morozov_89	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	595	Education	2018-06-07
229	89	Publication 3 of alexey_morozov_89	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	74	Technology	2020-03-12
230	90	Publication 1 of sergey_petrova_90	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	833	Art	2024-02-25
231	90	Publication 2 of sergey_petrova_90	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	627	Business	2023-04-16
232	90	Publication 3 of sergey_petrova_90	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	599	Technology	2021-12-12
233	90	Publication 4 of sergey_petrova_90	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	708	Education	2022-08-25
234	91	Publication 1 of pavel_sokolova_91	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	742	History	2026-01-02
235	91	Publication 2 of pavel_sokolova_91	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	566	Science	2026-01-17
236	91	Publication 3 of pavel_sokolova_91	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	683	Business	2026-01-17
237	91	Publication 4 of pavel_sokolova_91	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	780	Art	2025-11-22
238	92	Publication 1 of anna_kuznetsov_92	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	35	History	2024-12-22
239	92	Publication 2 of anna_kuznetsov_92	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	366	Art	2024-01-08
240	93	Publication 1 of alexey_sokolova_93	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	673	Science	2025-05-13
241	93	Publication 2 of alexey_sokolova_93	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	575	Technology	2025-03-28
242	93	Publication 3 of alexey_sokolova_93	"Description 3 line 1
Description 3 line 2"	765	Education	2024-04-07
243	93	Publication 4 of alexey_sokolova_93	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	408	Science	2025-10-25
244	94	Publication 1 of anna_petrova_94	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	635	History	2022-04-22
245	94	Publication 2 of anna_petrova_94	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	639	Education	2021-05-17
246	94	Publication 3 of anna_petrova_94	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	322	Science	2021-01-17
247	95	Publication 1 of alexey_morozov_95	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	578	Technology	2025-04-12
248	95	Publication 2 of alexey_morozov_95	"Description 2 line 1
Description 2 line 2"	896	Art	2025-05-16
249	95	Publication 3 of alexey_morozov_95	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	149	Technology	2026-01-08
250	95	Publication 4 of alexey_morozov_95	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	510	Technology	2025-10-30
251	96	Publication 1 of maria_ivanov_96	"Description 1 line 1
Description 1 line 2"	284	Education	2021-06-18
252	96	Publication 2 of maria_ivanov_96	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	445	Science	2025-02-19
253	96	Publication 3 of maria_ivanov_96	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	279	Art	2024-08-24
254	97	Publication 1 of pavel_smirnova_97	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	341	Business	2025-01-21
255	97	Publication 2 of pavel_smirnova_97	"Description 2 line 1
Description 2 line 2"	148	History	2025-05-31
256	97	Publication 3 of pavel_smirnova_97	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	738	Art	2024-10-04
257	97	Publication 4 of pavel_smirnova_97	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	394	History	2025-04-15
258	98	Publication 1 of daria_kuznetsov_98	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	233	History	2023-12-22
259	98	Publication 2 of daria_kuznetsov_98	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	589	History	2023-04-29
260	98	Publication 3 of daria_kuznetsov_98	"Description 3 line 1
Description 3 line 2"	111	Business	2024-01-24
261	98	Publication 4 of daria_kuznetsov_98	"Description 4 line 1
Description 4 line 2"	888	Technology	2024-09-18
262	99	Publication 1 of pavel_sidorov_99	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	63	History	2021-11-28
263	99	Publication 2 of pavel_sidorov_99	"Description 2 line 1
Description 2 line 2"	11	Technology	2024-11-22
264	99	Publication 3 of pavel_sidorov_99	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	617	Technology	2024-01-22
265	100	Publication 1 of ivan_volkova_100	"Description 1 line 1
Description 1 line 2"	115	Art	2023-02-18
266	100	Publication 2 of ivan_volkova_100	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	80	Education	2024-10-17
267	100	Publication 3 of ivan_volkova_100	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	460	Art	2025-11-22
268	100	Publication 4 of ivan_volkova_100	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	890	Technology	2023-12-06
269	101	Publication 1 of anna_morozov_101	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	807	Business	2024-03-15
270	101	Publication 2 of anna_morozov_101	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	312	Business	2022-12-18
271	102	Publication 1 of sergey_morozov_102	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	334	Technology	2023-08-31
272	103	Publication 1 of daria_volkova_103	"Description 1 line 1
Description 1 line 2"	24	Art	2025-09-16
273	103	Publication 2 of daria_volkova_103	"Description 2 line 1
Description 2 line 2"	818	History	2025-10-23
274	103	Publication 3 of daria_volkova_103	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	94	Business	2026-01-05
275	103	Publication 4 of daria_volkova_103	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	410	Education	2026-01-13
276	104	Publication 1 of anna_kuznetsov_104	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	128	History	2024-04-10
277	105	Publication 1 of olga_petrova_105	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	139	Business	2025-12-19
278	106	Publication 1 of anna_ivanov_106	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	386	Technology	2024-04-15
279	107	Publication 1 of anna_smirnova_107	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	402	Technology	2023-09-28
280	108	Publication 1 of alexey_morozov_108	"Description 1 line 1
Description 1 line 2"	524	Business	2025-08-25
281	108	Publication 2 of alexey_morozov_108	"Description 2 line 1
Description 2 line 2"	420	Science	2021-11-26
282	108	Publication 3 of alexey_morozov_108	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	18	Art	2024-03-20
283	108	Publication 4 of alexey_morozov_108	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	615	History	2022-09-25
284	109	Publication 1 of alexey_smirnova_109	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	116	Technology	2020-09-07
285	110	Publication 1 of sergey_ivanov_110	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	479	Business	2025-12-26
286	111	Publication 1 of olga_morozov_111	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	830	History	2025-01-01
287	111	Publication 2 of olga_morozov_111	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	149	Education	2025-07-21
288	111	Publication 3 of olga_morozov_111	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	487	Art	2024-12-10
289	111	Publication 4 of olga_morozov_111	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	798	Technology	2025-10-11
290	112	Publication 1 of anna_petrova_112	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	535	Science	2025-11-05
291	113	Publication 1 of ivan_morozov_113	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	212	History	2024-07-01
292	113	Publication 2 of ivan_morozov_113	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	842	Science	2025-04-12
293	114	Publication 1 of sergey_sidorov_114	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	597	History	2024-04-21
294	115	Publication 1 of ivan_morozov_115	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	162	Science	2023-12-27
295	115	Publication 2 of ivan_morozov_115	"Description 2 line 1
Description 2 line 2"	99	Art	2024-02-29
296	115	Publication 3 of ivan_morozov_115	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	655	Education	2024-12-06
297	116	Publication 1 of nikita_sokolova_116	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	40	Art	2024-07-10
298	116	Publication 2 of nikita_sokolova_116	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	682	Technology	2023-08-07
299	116	Publication 3 of nikita_sokolova_116	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	835	Business	2024-03-07
300	117	Publication 1 of ivan_volkova_117	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	30	Education	2025-09-13
301	117	Publication 2 of ivan_volkova_117	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	638	Technology	2025-08-29
302	118	Publication 1 of olga_volkova_118	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	340	Technology	2019-06-28
303	118	Publication 2 of olga_volkova_118	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	238	Business	2020-01-05
304	119	Publication 1 of maria_kuznetsov_119	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	664	Education	2020-05-09
305	119	Publication 2 of maria_kuznetsov_119	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	661	Science	2021-02-27
306	119	Publication 3 of maria_kuznetsov_119	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	815	Science	2023-10-04
307	119	Publication 4 of maria_kuznetsov_119	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	458	Business	2020-01-03
308	120	Publication 1 of sergey_morozov_120	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	117	Science	2025-06-19
309	121	Publication 1 of olga_petrova_121	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	220	Technology	2019-05-23
310	121	Publication 2 of olga_petrova_121	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	167	Science	2023-08-20
311	121	Publication 3 of olga_petrova_121	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	99	Art	2023-02-02
312	121	Publication 4 of olga_petrova_121	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	874	Science	2026-01-20
313	122	Publication 1 of sergey_kuznetsov_122	"Description 1 line 1
Description 1 line 2"	279	History	2025-06-16
314	122	Publication 2 of sergey_kuznetsov_122	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	780	Business	2025-11-07
315	122	Publication 3 of sergey_kuznetsov_122	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	837	Education	2025-05-02
